import adsk.core; app=adsk.core.Application.get(); ui=app.userInterface; print('FUSION_COMMAND_CATALOG_BEGIN'); print(chr(10).join([ui.commandDefinitions.item(i).id+chr(9)+ui.commandDefinitions.item(i).name for i in range(ui.commandDefinitions.count)])); print('FUSION_COMMAND_CATALOG_END') 
FUSION_COMMAND_CATALOG_BEGIN
AlertCommand	Alert
HideWarnings	Dismiss warnings
IronEditHoleSignature	Edit Hole Signature
IronHoleManager	Hole Manager
IronHoleMatchPreview	Hole Matches
IronHoleRecognition	Hole Recognition
IronEditHoleRecognition	Edit
IronHoleFromModel	Hole Signature
IronHoleTemplateFromModel	Hole Template
IronMachineHoles	Hole Machining
IronEditMachineHoles	Edit
IronHoleSignatureColorFromModel	Hole Signature Color
IconCmd	IconCmd
IronImportDefaults	Import Defaults
ImportResults	Import Inspection Results
IronInspectionReport	Inspection Report
IronIsolateCmd	Isolate
LiveProbing	Live Connection
LivePartAlignment	Live Connection
MachineBrowserEntry_EditCmd	Edit Machine...
MachineBrowserEntry_RemoveCmd	Remove Machine
MachineBrowserEntry_RemoveFromSetupCmd	Remove from Setup
MachineBrowserEntry_ReplaceCmd	Replace Machine
MachineConnect	Machine Connect
IronMachineLibrary	Machine Library
MachineAnglesMachinePreview	Preview Machine Movements
MachinePreview_ResetToDefaultZero	Reset to default zero
MachinePreview_SaveAsHome	Save as home
MachinePreview_SaveAsMax	Save as maximum limit
MachinePreview_SaveAsMin	Save as minimum limit
MachinePreview_SaveAsToolChangePosition	Save as tool change position
MachinePreview_SaveAsZero	Save as zero
NaNeuCAM_PartPositioning_MachinePreviewMovements	Preview Machine Movements
IronMachineVisibility	Machine visibility
IronShowMachine	Show machine
IronMachineTransparency	Transparent
IronMachiningTime	Machining Time
IronMakeAllDefault	Save Parameters as Defaults
MeasureDatum	Measure Alignment
MeasureSurface	Manual Inspect Surface
IronMoveInsertMarkerHere	Move Insert Marker Here
IronMoveInsertMarkerToEnd	Move Insert Marker To End
MultiEditGeometrySelection	Multi Edit Geometry Selection
IronNcProgram	Create NC Program
IronEditNcProgram	Edit
IronFolder	New Folder
IronOpenNcFolder	Open NC Output Folder
IronOptional	Optional
PartAlignment_IronStrategy_inspectSurface	Inspect Surface
PartAlignment_EditAlignment	Edit Alignment
PartAlignment_IronNcProgram	Post For Alignment
PartAlignment_ImportResults	Import Inspection Results
PartAlignment_IronPartAlignmentInfo	Show Part Alignment Information
PartAlignment_IronShowResults	Show Results
PartAlignmentPostStop	Post with Alignment
PartAlignmentPostLive	Post For Live Alignment
PartAlignmentStart_Delayed	Part Alignment
PartAlignmentStart_Live	Live Part Alignment
PartAlignmentStop_Delayed	Exit Part Alignment
PartAlignmentStop_Live	Exit Live Part Alignment
IronPostLibrary	Post Library
IronPostProcess	Post Process
IronPrintSettingLibrary	Print Setting Library
IronProtect	Protect
IronPublishSetupSheet	Publish Setup Sheet
IronRecalculateInspectionResults	Recalculate Inspection Results
IronRecordManualMeasure	Record Manual Inspection
IronReplayManualMeasure	Edit Manual Inspection
IronResetDefaults	Reset Defaults
IronResetPartAlignment	Reset Part Alignment
IronResetToSourceValue	Reset Overridden Value
IronResetToSystemDefault	Reset to System Default
IronResetToUserDefault	Reset to User Default
IronResultDisplaySettings	Geometric Fitting Display Options
IronSaveAsUserDefault	Save as User Default
ScanSurface	Scan Surface
IronSelectAxis	Select Axis
IronSelectModel	Select Model
IronSelectPoint	Select Point
SetCreateSetupCmdContextCmd	
SetCreateSetupGroupCmdContextCmd	
IronSetupSheet	Setup Sheet
IronSetupSheetConfigurations	Setup Sheet Configurations
IronSetupSheetSwitchboard	Setup Sheet
IronGenerateShopFloorBundle	Generate Shop Floor Bundle
IronShowHideTool	Tool visibility
IronShowHideToolOnToolpath	Show Tool
IronShowHideToolHolder	Show Tool Holder
IronShowHideToolShaft	Show Tool Shaft
IronShowHideToolOnCursor	Show Tool on Cursor
IronShowHideToolpathMoves	Toolpath visibility
IronShowHideToolpathMovesLinks	Links
IronShowHideToolpathMovesLeads	Leads
IronShowHideToolpathMovesCutting	Cutting moves
IronShowHideToolpathMovesConnection	Connection moves
IronShowHideToolpathPoints	Points
IronShowHideToolpathAxes	Tool axes
IronShowHideAllToolpathMoves	Toolpaths
IronShowHideTurningProfile	Turning profile visibility
IronShowHideRestMaterial	Show rest material
IronShowHideSpunProfile	Show spun profile
IronShowLog	Show Log
ShowNestLog	Show Nest Log
IronPartAlignmentInfo	Show Part Alignment Information
IronShowResults	Show Results
SimilarSearch	Similar Model Search
IronStockMaterialLibrary	Stock Materials Library
IronStoreAsTemplate	Store as Template
IronStoreAsHoleTemplate	Store as Hole Template
IronSuppress	Suppress
IronSyncActiveSetup	Synchronize active setup
IronSyncOrientationActiveSetup	Sync view with active setup
IronSyncVisibilityActiveSetup	Sync visibility with active setup
IronSyncViewCubeActiveSetup	Sync ViewCube with active setup
IronTaskManager	Task Manager
IronTemplateLibrary	Template Library
CAMTemplateLibraryCreateTemplateOperationCommand	TemplateLibraryCreateTemplateOperation
CAMTemplateLibraryDeleteLocalTestingAssetsCommand	Delete Local Template Library Testing Assets
CAMTemplateLibraryEditTemplateCommand	TemplateLibraryEditTemplate
CAMTemplateLibraryEditTemplateOperationCommand	TemplateLibraryEditTemplateOperation
CAMTemplateLibraryImportTemplateCommand	TemplateLibraryImportTemplate
IronToolLibrary	Tool Library
IronToolpathPreview	Toolpath Preview
IronToolpathVisibilityToggle	Show/Hide Toolpath
TurningToolHolderExportCmd	Turning Tool Holder
IronUndrawAllToolpathOps	Hide
IronUndrawAllToolpathsInParent	Hide All
IronUngroupEditObjects	Ungroup
IronUnisolateAllCmd	Unisolate All
IronUnisolateCmd	Unisolate
UpdateMachineModelCmd	Update Machine Model
IronViewNcCode	View NC Code
IronViewOrientation	View Orientation
IronViewOrientationTop	Tool Top
IronViewOrientationBottom	Tool Bottom
IronViewOrientationFront	Tool Front
IronViewOrientationBack	Tool Back
IronViewOrientationLeft	Tool Left
IronViewOrientationRight	Tool Right
IronViewOrientationIso	Tool Isometric
IronViewStock	Stock visibility
IronTransparentStock	Transparent stock
IronInProcessStockDisplay	Display in-process stock
IronViewToolpath	Show Toolpath Data
BrowserVisibilityBulb	Visible
CAMMoveComponentsCommand	Move Components
IronCAMSnapshotCmd	Capture Position
IronMinimizeBoundingBox	Minimize Build Height
IronAdditiveViewOrientationResults	Orientation Results
IronPlaceOnPlatform	Place on Platform
IronDeleteNonIronObject	Delete
IronMachineSimulation	Simulate with Machine
SimulationNCCode	NC Code
IronSimulation	Simulate
SimulationHideTool	Hide Tool
SimulationInfo	Information
SimulationIssues	Issues
SimulationShowHideMachine	Machine
SimulationShowHideStock	Stock
SimulationShowHideToolpath	Toolpaths
SimulationShowToolFlute	Flute
SimulationShowToolHolder	Holder
SimulationShowToolShaft	Shaft
SimulationStockToModel	Stock to Model
SimulationStop	Exit Simulation
ToggleSimulationEngine	Simulate Faster (GPU)
IronCreateSetupsFromWorkingModel	Create Setups For Manufacturing Model
IronCreateSetupFromWorkingModel	Create Setup From Manufacturing Model
IronToggleBendLineVisibility	Show/Hide Bend Lines
IronUpdateWorkingModelConfig	Manufacturing Model Configuration Update
IronUpdateWorkingModels	Manufacturing Models Update
ActivateWorkingModel	Activate Manufacturing Model
IronBreakLink	Break Link
IronImportAllCAMXRefsCmd	Insert Manufacturing Data
IronImportCAMXRefCmd	Insert Manufacturing Data
IronUpdateCAMXRefs	Update Manufacturing XRefs
NeuCAMImportCommand	Import
IronSetupGroup	New Setup Group
IronSetup	New Setup
IronPattern	New Pattern
IronAddToNewPattern	Add to New Pattern
IronEditOperation	Edit
IronStock	Stock
IronToolpathTrim	Trim
IronToolpathEditDelete	Delete Passes
IronToolpathEditLeadsLinks	Leads and Links
IronToolpathEditToolChange	Replace Tool
IronEditAdditiveProcessSimulation	Edit
IronToolpathEditMoveStartPoints	Move Entry Positions
IronToolpathEditFeedrate	Feedrate
IronNewOperation	New Operation
IronNewSelection	New Selection
IronNewToolpathEdit	Modify
IronAdditiveSupport	New Support
IronAdditiveOrientations	New Study
IronDerivedOperation	Create Derived Operation
Iron2DMilling	2D Milling
IronStrategy_featureRecognition	Feature Recognition
IronStrategy_adaptive2d	2D Adaptive Clearing
IronStrategy_pocket2d	2D Pocket
IronStrategy_contour2d	2D Contour
IronStrategy_face	Face
IronStrategy_slot	Slot
IronStrategy_path3d	Trace
IronStrategy_thread	Thread
IronStrategy_circular	Circular
IronStrategy_bore	Bore
IronStrategy_engrave	Engrave
IronStrategy_chamfer2d	2D Chamfer
IronStrategy_probe	Probe WCS
IronStrategy_geometry_chain	Chain
IronStrategy_geometry_curve_chain	Chain
IronStrategy_geometry_face_contours	Face Contours
IronStrategy_geometry_multiple_scratch_polygons	Scratch Polygons
IronStrategy_geometry_orientation	Orientation
IronStrategy_geometry_pockets	Pockets
IronStrategy_pocket_recognition	Pocket Recognition
IronStrategy_geometry_silhouette	Silhouette
IronStrategy_geometry_sketchProfiles	Sketch Profiles
IronStrategy_geometry_faces	Faces
IronStrategy_geometry_faces_body	Bodies
IronStrategy_GEOMETRY_FACES_BOSS	Bosses
IronStrategy_geometry_faces_chamfer	Chamfers
IronStrategy_geometry_faces_colour	Color Selection
IronStrategy_geometry_faces_fillet	Fillets
IronStrategy_geometry_faces_from_param	Faces
IronStrategy_geometry_faces_hole	Holes
IronStrategy_geometry_faces_pocket	Pockets
Iron2DMilling_derived	2D Milling
IronStrategy_adaptive2d_derived	2D Adaptive Clearing
IronStrategy_pocket2d_derived	2D Pocket
IronStrategy_contour2d_derived	2D Contour
IronStrategy_face_derived	Face
IronStrategy_slot_derived	Slot
IronStrategy_path3d_derived	Trace
IronStrategy_thread_derived	Thread
IronStrategy_circular_derived	Circular
IronStrategy_bore_derived	Bore
IronStrategy_engrave_derived	Engrave
IronStrategy_chamfer2d_derived	2D Chamfer
IronStrategy_probe_derived	Probe WCS
IronDrilling	Drilling
IronStrategy_drill	Drill
IronDrilling_derived	Drilling
IronStrategy_drill_derived	Drill
Iron3DMilling	3D Milling
IronStrategy_adaptive	Adaptive Clearing
IronStrategy_pocket_new	Pocket Clearing
IronStrategy_horizontal_new	Horizontal
IronStrategy_contour_new	Contour
IronStrategy_ramp	Ramp
IronStrategy_parallel_new	Parallel
IronStrategy_scallop_new	Scallop
IronStrategy_pencil_new	Pencil
IronStrategy_radial_new	Radial
IronStrategy_spiral_new	Spiral
IronStrategy_morphed_spiral	Morphed Spiral
IronStrategy_project	Project
IronStrategy_blend	Blend
IronStrategy_morph	Morph
IronStrategy_steep_and_shallow	Steep and Shallow
IronStrategy_flat	Flat
IronStrategy_inclined_walls	Wall
IronStrategy_rest_finishing	Corner
IronStrategy_flow	Flow (Old)
IronStrategy_flow2	Flow
IronStrategy_chamfer	3D Chamfer
Iron3DMilling_derived	3D Milling
IronStrategy_adaptive_derived	Adaptive Clearing
IronStrategy_pocket_new_derived	Pocket Clearing
IronStrategy_horizontal_new_derived	Horizontal
IronStrategy_contour_new_derived	Contour
IronStrategy_ramp_derived	Ramp
IronStrategy_parallel_new_derived	Parallel
IronStrategy_scallop_new_derived	Scallop
IronStrategy_pencil_new_derived	Pencil
IronStrategy_radial_new_derived	Radial
IronStrategy_spiral_new_derived	Spiral
IronStrategy_morphed_spiral_derived	Morphed Spiral
IronStrategy_project_derived	Project
IronStrategy_blend_derived	Blend
IronStrategy_morph_derived	Morph
IronStrategy_steep_and_shallow_derived	Steep and Shallow
IronStrategy_flat_derived	Flat
IronStrategy_inclined_walls_derived	Wall
IronStrategy_rest_finishing_derived	Corner
IronStrategy_flow_derived	Flow (Old)
IronStrategy_flow2_derived	Flow
IronStrategy_chamfer_derived	3D Chamfer
IronStrategy_manual	Manual NC
IronStrategy_tool_orientation	Tool Orientation
IronStrategy_debug_cad_objects	Debug Cad Object Parameters
IronMultiAxisMilling	Multi-Axis Milling
IronStrategy_swarf5d	Swarf
IronStrategy_multiAxisContour	Multi-Axis Contour
IronStrategy_rotary_finishing	Rotary Parallel
IronStrategy_moduleworks_4axis_roughing	Rotary Pocket
IronStrategy_moduleworks_4axis_finishing	Rotary Contour
IronStrategy_moduleworks_automatic_deburring	Deburr
IronStrategy_moduleworks_swarf	Advanced Swarf
IronStrategy_moduleworks_geodesic	Geodesic
IronStrategy_moduleworks_three_plus_two	3+2 Clearing
IronStrategy_moduleworks_multiaxis_roughing	Multi-Axis Clearing
IronStrategy_moduleworks_multiaxis_finishing	Multi-Axis Finishing
IronMultiAxisMilling_derived	Multi-Axis Milling
IronStrategy_swarf5d_derived	Swarf
IronStrategy_multiAxisContour_derived	Multi-Axis Contour
IronStrategy_rotary_finishing_derived	Rotary Parallel
IronStrategy_moduleworks_4axis_roughing_derived	Rotary Pocket
IronStrategy_moduleworks_4axis_finishing_derived	Rotary Contour
IronStrategy_moduleworks_automatic_deburring_derived	Deburr
IronStrategy_moduleworks_swarf_derived	Advanced Swarf
IronStrategy_moduleworks_geodesic_derived	Geodesic
IronStrategy_moduleworks_three_plus_two_derived	3+2 Clearing
IronStrategy_moduleworks_multiaxis_roughing_derived	Multi-Axis Clearing
IronStrategy_moduleworks_multiaxis_finishing_derived	Multi-Axis Finishing
IronTurning	Turning
IronStrategy_turningProfileRoughing	Turning Profile Roughing
IronStrategy_turningProfileFinishing	Turning Profile Finishing
IronStrategy_turningGrooveRoughing	Turning Groove Roughing
IronStrategy_turningGrooveFinishing	Turning Groove Finishing
IronStrategy_turningRoughing	Turning Profile
IronStrategy_turningProfileGroove	Turning Groove
IronStrategy_turningAdaptiveRoughing	Turning Adaptive Roughing
IronStrategy_turningFace	Turning Face
IronStrategy_turningGroove	Turning Single Groove
IronStrategy_turningChamfer	Turning Chamfer
IronStrategy_turningPart	Turning Part
IronStrategy_turningThread	Turning Thread
IronStrategy_turningTrace	Turning Trace
IronPartHandling	Part Handling
IronStrategy_turningStockTransfer	Turning Stock Transfer
IronStrategy_turningSecondarySpindleGrab	Subspindle Grab
IronStrategy_turningSecondarySpindlePull	Bar Pull
IronStrategy_turningSecondarySpindleReturn	Subspindle Return
IronStrategy_turningToolCall	Tool Call
IronTurning_derived	Turning
IronStrategy_turningProfileRoughing_derived	Turning Profile Roughing
IronStrategy_turningProfileFinishing_derived	Turning Profile Finishing
IronStrategy_turningGrooveRoughing_derived	Turning Groove Roughing
IronStrategy_turningGrooveFinishing_derived	Turning Groove Finishing
IronStrategy_turningRoughing_derived	Turning Profile
IronStrategy_turningProfileGroove_derived	Turning Groove
IronStrategy_turningAdaptiveRoughing_derived	Turning Adaptive Roughing
IronStrategy_turningFace_derived	Turning Face
IronStrategy_turningGroove_derived	Turning Single Groove
IronStrategy_turningChamfer_derived	Turning Chamfer
IronStrategy_turningPart_derived	Turning Part
IronStrategy_turningThread_derived	Turning Thread
IronStrategy_turningTrace_derived	Turning Trace
IronPartHandling_derived	Part Handling
IronStrategy_turningStockTransfer_derived	Turning Stock Transfer
IronStrategy_turningSecondarySpindleGrab_derived	Subspindle Grab
IronStrategy_turningSecondarySpindlePull_derived	Bar Pull
IronStrategy_turningSecondarySpindleReturn_derived	Subspindle Return
IronStrategy_turningToolCall_derived	Tool Call
IronWLPC	Cutting
IronStrategy_jet2d	2D Profile
IronWLPC_derived	Cutting
IronStrategy_jet2d_derived	2D Profile
IronStrategy_create_form_mill	Form Mill
IronStrategy_SolidHolderMilling	Milling Tool Holder
IronInspection	Inspection
IronStrategy_inspectSurface	Inspect Surface
IronStrategy_probe_geometry	Probe Geometry
IronStrategy_part_alignment	Part Alignment
IronStrategy_datum	Align CAD to Part
IronStrategy_manual_inspect	Create Manual Inspection
IronStrategy_cmm_inspection_setup	CMM Inspection Setup
IronAdditive	Additive
IronStrategy_additive_optimize_orientation	Automatic Orientation
IronStrategy_additive_interference_analysis	Interference Analysis
IronStrategy_additive_arrange_strategy	Arrange
IronStrategy_additive_subnest_strategy	Arrange Sub-Nest
IronStrategy_areavolume_additive_support	Volume Support
IronStrategy_areavolume_additive_fff_support	Solid Volume Support
IronStrategy_areabar_additive_support	Bar Support
IronStrategy_areabar_additive_fff_support	Solid Bar Support
IronStrategy_areapolyline_additive_support	Polyline Support
IronStrategy_skeletonpolyline_additive_support	Medial Axis with Polyline Support
IronStrategy_lattice_additive_support	Lattice Support
IronStrategy_downoriented_additive_support	Down Oriented Point Bar Support
IronStrategy_edgepolyline_additive_support	Edge with Polyline Support
IronStrategy_edgebar_additive_support	Edge with Bar Support
IronStrategy_clustercontourpolyline_additive_support	Cluster Contour with Polyline Support
IronStrategy_surroundvolumepolyline_additive_support	Surround Volume by Polyline Support
IronStrategy_baseplate_additive_support	Base Plate Support
IronStrategy_setter_additive_support	Setter Support
IronStrategy_lateral_additive_support	Lateral Support
IronStrategy_additive_buildstyle	Additive Toolpath
IronStrategy_additive_individual_strategies	Individual Strategies 
IronStrategy_AdditiveProcessSimulation	Study
IronStrategy_delete_additive_supports	Delete Supports
IronStrategy_additive_formlabs_exportstrategy	Create Machine Build File
IronStrategy_additive_3mf_exportstrategy	3MF Scene Export
IronStrategy_additive_exportstrategy	Create Machine Build File
IronDED	DED
IronStrategy_feature_construction	Feature Construction
IronDED_derived	DED
IronStrategy_feature_construction_derived	Feature Construction
NeuCAMExportXMLCommand	Export XML
CAMSetToolGuidCommand	SetToolGuid
CAMSetRefToolGUIDCommand	SetRefToolGUID
CAMSetTemplateToolGuidCommand	SetTemplateToolGuid
CAMPresetToolLibraryActionsCommand	PresetToolLibraryActions
CAMClearToolLibraryActionsCommand	ClearToolLibraryActions
CAMResetToolLibraryUserPreferencesCommand	ResetToolLibraryPreferences
CAMImport3DToolCommand	Import 3D Tool
CAMSetMachineCommand	SetMachine
CAMSetMachineOnInputCommand	SetMachineOnInput
CAMSetPrintSettingCommand	SetPrintSetting
CAMSetPostScriptCommand	SetPostScript
CAMTestSimulationPlayerCmd	TestSimulationPlayerCmd
Simple3dArrangeReportCmdDef	Arrange Statistics - 3D Arrangement
MachineBuilder_ArmPreview	Preview Machine Movements
MachineBuilder_EditInMachineBuilder	Edit in Machine Builder
MachineBuilder_MachinePreviewMovements	Preview Machine Movements
MachineBuilder_MoveComponents	Move Components
MachineBuilder_Start	Machine Builder
MachineBuilder_Stop	Finish
MachineBuilder_Cancel	Cancel
MachineBuilder_UpdateCurrentDocument	Update Machine Model Document
MachineBuilderWithLocalMachine_Start	Machine Builder
MachineBuilder_MachineEdit	Edit Machine Definition
MachineBuilder_MachineSelection	Select Machine
MachineBuilder_ModelSelection	Set Up Machine Model
MachineBuilder_OrientateMachine	Orient Machine Model
MachineBuilder_UpdateSourceMachine	Update Source Machine
NewPLMOfflineFusionDrawingItemBasedFusionCommand	New Offline Drawing Item
NewDrawingMenuCommand	New Drawing
FusionDrawingCreateFromComponentsCommand	Create Drawing
NewFusionDrawingDocumentCommand	From Design
DrawingAutomationPreferenceCmd	Automation Preferences
ECADNewDrawingDocumentCommand	From Design
ECADNewDrawingFromPCB3dCommand	From Design
NewFusionDrawingTemplateCommand	New Drawing Template
DashboardCreateFusionDrawingCommand	Dashboard Create Drawing
ExportFusionDrawingDocumentCommand	Export DWG
FusionDrawingExportDXFCommand	Export Sheet as DXF
FusionDrawingExportPDFCommand	Export PDF
FusionDrawingExportSinglePDFCommand	Export PDF
FusionDrawingExportSelectedSheetsPDFCommand	Export PDF
ExportFusionDrawingTemplateCommand	Output Drawing Template
FusionDrawingExportPartsListCommand	Export CSV
FusionDrawingUndoCommand	Undo
FusionDrawingRedoCommand	Redo
FusionDrawingViewBaseCommand	Base View
FusionDrawingViewBaseTemplateCommand	Base View Placeholder
FusionDrawingViewEditCommand	Edit View
FusionBrokenViewCommand	Break View
FusionBrokenViewEditCommand	Broken View Edit
FusionDrawingLinearDimensionCmd	Linear Dimension
FusionDrawingAlignedDimensionCmd	Aligned Dimension
FusionDrawingAngularDimensionCmd	Angular Dimension
FusionDrawingRadialDimensionCmd	Radius Dimension
FusionDrawingBaselineDimensionCmd	Baseline Dimension
FusionDrawingChainDimensionCmd	Chain Dimension
FusionDrawingOrdinateDimensionCmd	Ordinate Dimension
FusionDrawingArcDimensionCmd	Arc Length Dimension
FusionDrawingEdgeExtensionCmd	Edge Extension
FusionDrawingDimensionBreakCmd	Dimension Break
FusionDrawingAddDimensionBreakCmd	Add Dimension Break
FusionDrawingRemoveDimensionBreakCmd	Remove Dimension Break
FusionDocMinMaxDimensionCmd	Curve Min Max Dimension
FusionDrawingViewAuxiliaryCommand	Auxiliary View
FusionDrawingDimensionArrangeCmd	Arrange Dimensions
FusionDrawingMatchDimensionCmd	Match Dimension
FusionDrawingMatchDimCntxMenuCmd	Match Dimension
FusionDrawingFlipDimArrowCmd	Flip Arrows
FusionDrawingFlipDimArrowCntxMenuCmd	Flip Arrows
FusionDrawingDimensionStackArrangeCmd	Stack Dimensions
FusionDrawingDimensionAlignArrangeCmd	Align Dimensions
FusionDrawingReplaceDimensionWithConfigAspectCmd	Replace with Configured Aspect
FusionDrawingReplaceDimensionWithConfigAspectContextMenuCmd	Replace with Configured Aspect
FusionDrawingMTextCommand	Text
FusionDrawingLeaderCommand	Leader Note
FusionDrawingBendNoteLeaderCommand	Bend Note
FusionDrawingHoleThreadNoteLeaderCommand	Hole and Thread Note
FusionDrawingNoteCommand	Note
FusionDrawingArrowCommand	Leader
FusionDrawingTableCommand	Table
FusionDrawingTableTextEditCommand	Edit Table Text
FusionDrawingTableEditCommand	Table
FusionDrawingCenterlineCommand	Center Line
FusionDrawingCentermarkCommand	Center Mark
FusionDrawingCenterPatternCommand	Center Mark Pattern
FusionDrawingCenterPatternEditCommand	Center Mark Pattern
FusionDrawingDiameterDimensionCmd	Diameter Dimension
FusionDrawingJoggedRadiusDimensionCmd	Jogged Radial Dimension
FusionDrawingSingleDimensionCmd	Dimension
FusionDrawingViewSimpleSectionCommand	Simple Section View
FusionDrawingViewSectionCommand	Section View
FusionDrawingBreakoutSectionViewCommand	Breakout Section View
FusionDrawingBreakoutSectionViewEditCommand	Edit Breakout Section View
FusionDrawingCropViewCommand	Crop View
FusionDrawingViewDetailCommand	Detail View
FusionDrawingViewPerspectiveCommand	Perspective View
FusionDrawingViewProjectCommand	Projected View
FusionDrawingViewProjectTemplateCommand	Projected View Placeholder
FusionDrawingMoveCmd	Move
FusionDocRotateCmd	Rotate
FusionDrawingHatchEditCmd	Edit Hatch
FusionDocRestoreDefaultsCmd	Reset
FusionDrawingDimensionEditCmd	Edit Dimension
FusionDrawingEraseCmd	Delete
FusionDocDeleteCmd	Delete
FusionDocDeleteConstraintCmd	Delete Constraint
FusionDrawingPanCmd	Pan
FusionDrawingZoomCmd	Zoom Window
FusionDrawingFitCmd	Fit
FusionDrawingDimReassociateCmd	Reassociate
FusionDrawingSmartObjReassociateCmd	Reassociate
FusionDrawingDisabledReassocCmd	Reassociate
FusionDrawingAcmSymbolReassocCmd	Reassociate
FusionDrawingCustomLeaderReassociateCmd	Reassociate
FusionDrawingContinueCmd	Continue
FusionDrawingTitleBlockEditCommand	Edit Title Block
FusionDrawingCreatePartsListCommand	Parts List
FusionDrawingNewTableCommand	Table
FusionDrawingNewTableTemplateCommand	Table Placeholder
FusionDrawingEmptyTableCommand	Custom Table
FusionDrawingPartsListTableCommand	Parts List
FusionDrawingBendTableCommand	Bend Table
FusionDrawingRevisionTableCommand	Revision History
FusionDrawingBendIDCommand	Bend Identifier
FusionDrawingHoleTableCommand	Hole Table
FusionDrawingConfigTableCommand	Configuration Table
FusionDrawingBalloonCommand	Balloon
LayerStackTableCmd	Layer Stack Table
FusionDrawingSplineBalloonCommand	Balloon
FusionDrawingRenumberCommand	Renumber
FusionDrawingAlignBalloonCommand	Align Balloons
FusionDrawingMTextEditCommand	Edit Text
FusionDrawingMLeaderContentEditCommand	Edit Leader Text
FusionDrawingGripStretchCommand	GripStretch
FusionDocRevCloudCommand	Revision Cloud
FusionDrawingNewTitleBlockCommand	New Title Block
FusionDrawingBlockEditCommand	Edit Title Block
FusionDrawingBlockCloseCommand	Finish Title Block
FDWGGcCoincidentCommand	Coincident
FDWGGcCollinearCommand	Collinear
FDWGGcConcentricCommand	Concentric
FDWGGcFixCommand	Fix
FDWGGcParallelCommand	Parallel
FDWGGcPerpendicularCommand	Perpendicular
FDWGGcHorizontalCommand	Horizontal
FDWGGcVerticalCommand	Vertical
FDWGGcHorizontalVerticalCommand	Horizontal/Vertical
FDWGGcTangentCommand	Tangent
FDWGGcSmoothCommand	Smooth
FDWGGcSymmetricCommand	Symmetric
FDWGGcEqualCommand	Equal
FDWGSketchSmartConstarintDimCommand	Sketch Dimension
FusionDrawingLineCommand	Line
FusionDrawingCircleCommand	Center Radius Circle
FusionDrawingCircleDiameterCommand	CircleDiameter
FusionDrawingCircle2PointCommand	Circle2Point
FusionDrawingCircle3PointCommand	Circle3Point
FusionDrawingRectangleCommand	2-Point Rectangle
FusionDrawingArcCommand	3-Point Arc
FusionDrawingArcCenterCommand	ArcCenter
FusionDrawingArcTangentCommand	ArcTangent
FusionDrawingEllipseCommand	Ellipse
FusionDrawingCopyCommand	Copy
FusionDrawingOffsetCommand	Offset
FusionDrawingTrimCommand	Trim
FusionDrawingExtendCommand	Extend
FusionDrawingAttDefCommand	Attribute
FusionDrawingLabelDefCommand	Label
FusionDrawingAttEditCommand	Attribute Definition Edit
FusionDrawingLegacyTextEditCommand	Legacy Text Edit
FusionDrawingBorderEditCommand	Edit Border
FusionDrawingBorderCloseCommand	Finish Border
FusionDrawingMeasureCommand	Measure
FusionEcadOtherSilkscreenVisibilityCommand	Show/Hide
FusionEcadReferenceDesignatorsVisibilityCommand	Show/Hide
FusionEcadValuesVisibilityCommand	Show/Hide
FusionDrawingDatumIdCmd	Datum Identifier
FusionDrawingSymbolEditCmd	Symbol Edit
FusionDrawingFeatureControlFrameCmd	Feature Control Frame
FusionDrawingSurfaceTextureCmd	Surface Texture
FusionDrawingWeldSymbolCmd	Welding
FusionDrawingTaperSlopeSymbolCmd	Taper and Slope
FusionDrawingEdgeSymbolCmd	Edge Symbol
FusionDrawingInsertSketchSymbolCmd	Insert Sketch Symbol
FusionDrawingManageSketchSymbolCmd	Manage Sketch Symbols
FusionDrawingCreateSketchSymbolCmd	Create Sketch Symbol
SketchSymboEditAttributeCommand	Edit custom label
FusionDrawingSketchSymbolCloseCommand	Finish Sketch Symbol
FusionDrawingSketchSymbolNameCommand	Sketch Name
FusionDrawingSketchSymbolLeaderCommand	Leader Attachment
FusionDrawingSketchSymbolEditCommand	Edit Sketch Symbol
FusionDocUpdateCommand	Get Latest
FusionDrawingShowHideCommand	Show/Hide
FusionDrawingSuppressUnsuppressCommand	Suppress/UnSuppress
FusionDrawingSuppressCommand	Suppress
FusionDrawingUnsuppressCommand	Unsuppress
FusionDrawingShowAllCommand	Show All Components
FusionDrawingShowAllChildCommand	Show All Components
FusionDrawingUnsuppressAllCommand	Unsuppress All Components
FusionDrawingUnsuppressAllChildCommand	Unsuppress All Components
FusionDrawingSuppressAllExceptSelectedCommand	Suppress All Except Selected
FusionDocScreenshotCmd	Capture Image
OpenRelatedDesignCommand	Open
FusionDrawingSmartSheetCommand	SmartSheet
FusionDrawingSmartDrawingCommand	SmartDrawing
ShowInLocationDrawingCmd	Show in Location
FusionChangeDocSettingCommand	Change Document Settings
FusionImportDocSettingsCommand	Import Document Settings
FusionChangeMultiDocSettingCommand	Change Document Settings
FusionChangeTextHeightGroupCommand	Change Text Height Group
FusionChangeFontCommand	Change Font
FusionChangeLineWidthGroupCommand	Change Line Width Group
FusionChangeDimensionUnitsCommand	Change Dimension Units
FusionChangeRevisionScopeCommand	Change Revision Scope
FusionChangeSheetSettingCommand	Sheet Size
FusionChangeMultiSheetSettingsCommand	Change Sheet Settings
